Name,Age,Gender,Address,Loan Access,CRM/ATM Access,Mobile Banking Access,Profession,Disability
Mesfin Tesfu,64,Male,"Kebele 3, Woreda 2, Debre Berhan",Conventional Loan,Yes,Yes,Employed,Yes
Henok Berhanu,23,Male,"Kebele 14, Woreda 4, Mekelle",Conventional Loan,No,Yes,Health Worker,No
Gelila Bekele,21,Female,"Kebele 20, Woreda 4, Gambela",Michu,No,Yes,Health Worker,No
Yonas Kidist,26,Male,"Kebele 24, Woreda 5, Debre Berhan",Conventional Loan,No,No,Employed,Yes
Bekele Ermias,38,Male,"Kebele 29, Woreda 5, Hawassa",Conventional Loan,No,Yes,Employed,Yes
Demelash Wondimu,22,Male,"Kebele 11, Woreda 1, Dilla",Michu,Yes,Yes,Merchant,No
Wube Nigussie,20,Male,"Kebele 17, Woreda 4, Dessie",Michu,No,Yes,Student,No
Yemane Moges,40,Male,"Kebele 27, Woreda 8, Dessie",Michu,No,No,Employed,No
Getahun Mekonnen,65,Male,"Kebele 25, Woreda 7, Jimma",Conventional Loan,No,Yes,Farmer,No
Dagnachew Shiferaw,35,Male,"Kebele 27, Woreda 7, Dessie",Michu,Yes,No,Farmer,Yes
Zinash Tadesse,26,Female,"Kebele 19, Woreda 4, Shashemene",Conventional Loan,Yes,Yes,Student,No
Shiferaw Geremew,40,Male,"Kebele 22, Woreda 5, Adama",Michu,No,Yes,Farmer,No
Tigist Sisay,70,Female,"Kebele 14, Woreda 8, Adama",Conventional Loan,Yes,Yes,Merchant,No
Dagmawit Legesse,65,Female,"Kebele 21, Woreda 5, Gondar",Conventional Loan,No,Yes,Student,Yes
Lomi Abraham,56,Female,"Kebele 8, Woreda 8, Jijiga",Michu,Yes,No,Teacher,No
Tamrat Henok,26,Male,"Kebele 2, Woreda 3, Shashemene",Conventional Loan,No,Yes,Student,Yes
Milki Haile,35,Female,"Kebele 6, Woreda 3, Mekelle",Michu,Yes,Yes,Employed,Yes
Endale Mulugeta,64,Male,"Kebele 3, Woreda 3, Nekemte",Michu,Yes,No,Employed,Yes
Sewit Moges,33,Female,"Kebele 10, Woreda 8, Dessie",Kiya,No,No,Health Worker,No
Luwam Birhanu,54,Female,"Kebele 29, Woreda 1, Shashemene",Kiya,Yes,Yes,Employed,No
Ayenalem Ermias,41,Female,"Kebele 20, Woreda 10, Gondar",Kiya,Yes,Yes,Student,Yes
Gete Adamu,60,Female,"Kebele 19, Woreda 6, Dire Dawa",Michu,No,Yes,Student,No
Tariku Mekonnen,49,Male,"Kebele 17, Woreda 9, Gambela",Michu,Yes,Yes,Employed,No
Ermias Muluken,42,Male,"Kebele 5, Woreda 1, Bahir Dar",Conventional Loan,No,No,Merchant,Yes
Bereket Asnake,20,Male,"Kebele 11, Woreda 6, Shashemene",Michu,Yes,No,Farmer,No
Desalegn Abebe,58,Male,"Kebele 6, Woreda 2, Hosaena",Michu,No,No,Health Worker,Yes
Meaza Tariku,68,Female,"Kebele 27, Woreda 7, Gondar",Michu,Yes,Yes,Teacher,Yes
Melaku Andargachew,64,Male,"Kebele 9, Woreda 2, Shashemene",Michu,No,No,Merchant,Yes
Senait Mesfin,31,Female,"Kebele 14, Woreda 10, Arba Minch",Kiya,No,No,Student,No
Zufan Zewdu,62,Female,"Kebele 28, Woreda 8, Sodo",Michu,Yes,No,Student,No
Bisrat Tadese,68,Female,"Kebele 15, Woreda 4, Hawassa",Conventional Loan,No,No,Farmer,Yes
Eshetu Moges,29,Male,"Kebele 3, Woreda 10, Dessie",Conventional Loan,No,No,Teacher,Yes
Lomi Yohannes,70,Female,"Kebele 3, Woreda 3, Bahir Dar",Conventional Loan,No,Yes,Health Worker,Yes
Yared Nebiyu,32,Male,"Kebele 8, Woreda 5, Shashemene",Michu,Yes,Yes,Student,Yes
Kidist Hailu,39,Female,"Kebele 20, Woreda 6, Hawassa",Conventional Loan,No,Yes,Teacher,Yes
Mekonnen Abiyot,61,Male,"Kebele 13, Woreda 4, Dire Dawa",Conventional Loan,No,No,Farmer,Yes
Ayantu Asnake,28,Female,"Kebele 21, Woreda 5, Gondar",Michu,Yes,No,Farmer,No
Hana Mekuria,44,Female,"Kebele 18, Woreda 9, Harar",Kiya,No,Yes,Teacher,No
Eyob Chalachew,57,Male,"Kebele 11, Woreda 3, Asosa",Michu,Yes,Yes,Merchant,Yes
Melaku Zegeye,36,Male,"Kebele 2, Woreda 4, Arba Minch",Conventional Loan,No,No,Teacher,Yes
Mihret Yesuf,59,Female,"Kebele 4, Woreda 2, Asosa",Michu,Yes,No,Merchant,Yes
Getahun Endale,40,Male,"Kebele 10, Woreda 6, Dessie",Conventional Loan,No,Yes,Student,No
Hussen Hailu,68,Male,"Kebele 8, Woreda 7, Hawassa",Michu,No,No,Health Worker,No
Aster Moges,59,Female,"Kebele 5, Woreda 6, Dilla",Michu,Yes,No,Employed,Yes
Tamirat Mekuria,45,Male,"Kebele 3, Woreda 7, Hosaena",Conventional Loan,No,Yes,Merchant,Yes
Ermias Habtemariam,57,Male,"Kebele 17, Woreda 7, Dessie",Conventional Loan,Yes,No,Student,No
Selam Yonas,21,Female,"Kebele 17, Woreda 10, Asosa",Conventional Loan,Yes,No,Employed,Yes
Zufan Bekele,46,Female,"Kebele 1, Woreda 7, Nekemte",Conventional Loan,Yes,Yes,Health Worker,No
Alem Fekadu,34,Female,"Kebele 25, Woreda 5, Gondar",Michu,No,No,Employed,Yes
Birtukan Mitiku,21,Female,"Kebele 5, Woreda 1, Dilla",Kiya,Yes,No,Student,No
Hiwot Hailu,61,Female,"Kebele 16, Woreda 2, Sodo",Michu,Yes,No,Student,No
Meseret Melaku,63,Female,"Kebele 4, Woreda 1, Jijiga",Michu,No,Yes,Teacher,No
Birhanu Hailu,58,Male,"Kebele 29, Woreda 10, Sodo",Conventional Loan,Yes,Yes,Farmer,No
Naomi Sintayehu,61,Female,"Kebele 20, Woreda 6, Nekemte",Conventional Loan,Yes,Yes,Health Worker,No
Selamawit Kassahun,34,Male,"Kebele 30, Woreda 2, Asosa",Michu,No,Yes,Health Worker,No
Samuel Leul,46,Male,"Kebele 19, Woreda 2, Asosa",Conventional Loan,No,Yes,Teacher,No
Sisay Samuel,50,Male,"Kebele 10, Woreda 2, Debre Berhan",Conventional Loan,No,Yes,Employed,No
Lomi Gebeyehu,56,Female,"Kebele 1, Woreda 9, Arba Minch",Kiya,No,No,Teacher,No
Samuel Kidist,67,Male,"Kebele 25, Woreda 3, Bahir Dar",Michu,No,Yes,Student,No
Tadesse Yilma,59,Male,"Kebele 8, Woreda 2, Sodo",Conventional Loan,Yes,No,Employed,No
Fikirte Yemane,57,Female,"Kebele 19, Woreda 6, Hawassa",Conventional Loan,No,Yes,Employed,No
Naomi Gizachew,37,Female,"Kebele 1, Woreda 10, Dessie",Conventional Loan,Yes,No,Farmer,Yes
Eyerusalem Legesse,64,Female,"Kebele 25, Woreda 2, Debre Berhan",Kiya,No,Yes,Merchant,No
Wolde Habtamu,64,Male,"Kebele 7, Woreda 8, Nekemte",Conventional Loan,No,Yes,Employed,Yes
Dinknesh Mengistu,46,Female,"Kebele 23, Woreda 4, Arba Minch",Conventional Loan,Yes,Yes,Employed,No
Mekonnen Tesfaye,66,Male,"Kebele 4, Woreda 6, Dire Dawa",Michu,Yes,Yes,Teacher,Yes
Hiwot Yared,70,Female,"Kebele 14, Woreda 8, Sodo",Kiya,No,Yes,Health Worker,No
Dinknesh Samuel,53,Female,"Kebele 21, Woreda 2, Dilla",Michu,No,No,Student,Yes
Gelila Geremew,39,Female,"Kebele 13, Woreda 6, Harar",Kiya,Yes,No,Merchant,Yes
Getahun Negusu,62,Male,"Kebele 12, Woreda 2, Bahir Dar",Michu,Yes,No,Health Worker,Yes
Abebe Selamawit,68,Male,"Kebele 9, Woreda 6, Asosa",Conventional Loan,No,No,Merchant,No
Sewit Chalachew,32,Female,"Kebele 30, Woreda 5, Shashemene",Kiya,No,No,Teacher,No
Ayisha Amare,62,Female,"Kebele 19, Woreda 5, Asosa",Kiya,Yes,No,Student,Yes
Mahlet Adamu,53,Female,"Kebele 15, Woreda 5, Dessie",Kiya,Yes,No,Farmer,Yes
Tesfaye Worku,18,Male,"Kebele 16, Woreda 2, Arba Minch",Conventional Loan,Yes,No,Student,Yes
Henok Yohannes,39,Male,"Kebele 26, Woreda 3, Gondar",Michu,Yes,Yes,Employed,No
Girma Mekonnen,27,Male,"Kebele 16, Woreda 5, Nekemte",Michu,Yes,No,Employed,No
Sifan Habtemariam,66,Female,"Kebele 14, Woreda 9, Shashemene",Kiya,No,Yes,Student,Yes
Nardos Samuel,35,Female,"Kebele 28, Woreda 9, Mekelle",Kiya,Yes,Yes,Teacher,Yes
Geremew Kidane,32,Male,"Kebele 15, Woreda 9, Jimma",Michu,Yes,Yes,Student,No
Mahlet Melaku,63,Female,"Kebele 3, Woreda 9, Debre Berhan",Kiya,Yes,No,Merchant,No
Tadese Berhanu,32,Male,"Kebele 6, Woreda 9, Arba Minch",Michu,Yes,Yes,Merchant,No
Bekele Yemane,20,Male,"Kebele 25, Woreda 6, Jijiga",Conventional Loan,Yes,No,Student,No
Merid Asnake,68,Male,"Kebele 20, Woreda 9, Hawassa",Conventional Loan,Yes,Yes,Student,Yes
Hana Moges,52,Female,"Kebele 21, Woreda 4, Gondar",Conventional Loan,No,Yes,Merchant,Yes
Yodit Hailu,47,Female,"Kebele 28, Woreda 5, Nekemte",Kiya,Yes,No,Farmer,No
Tinsae Abebe,42,Female,"Kebele 1, Woreda 3, Nekemte",Michu,No,No,Health Worker,No
Demeke Yohannes,56,Male,"Kebele 6, Woreda 10, Asosa",Conventional Loan,No,No,Merchant,Yes
Luwam Henok,27,Female,"Kebele 24, Woreda 5, Mekelle",Michu,No,Yes,Farmer,Yes
Tsion Abiyot,44,Female,"Kebele 24, Woreda 1, Bahir Dar",Michu,No,No,Employed,Yes
Tinsae Merid,28,Female,"Kebele 29, Woreda 7, Debre Berhan",Conventional Loan,Yes,Yes,Health Worker,No
Tsegaye Melaku,60,Male,"Kebele 29, Woreda 1, Shashemene",Conventional Loan,Yes,Yes,Merchant,Yes
Tadesse Tadese,32,Male,"Kebele 29, Woreda 5, Shashemene",Conventional Loan,No,No,Teacher,No
Gete Mitiku,26,Female,"Kebele 17, Woreda 3, Sodo",Michu,No,Yes,Farmer,Yes
Yohannes Yonas,19,Male,"Kebele 9, Woreda 9, Shashemene",Conventional Loan,No,No,Student,No
Lulit Shiferaw,38,Female,"Kebele 19, Woreda 3, Harar",Conventional Loan,No,Yes,Teacher,No
Sifan Chalachew,45,Female,"Kebele 16, Woreda 6, Asosa",Michu,No,Yes,Health Worker,Yes
Zewditu Eyob,49,Female,"Kebele 28, Woreda 6, Debre Markos",Kiya,Yes,Yes,Student,No
Bethelhem Yonas,57,Female,"Kebele 24, Woreda 6, Nekemte",Conventional Loan,Yes,No,Merchant,No
Yilma Mengistu,23,Male,"Kebele 9, Woreda 4, Jimma",Conventional Loan,Yes,Yes,Employed,No
Tena Mulugeta,51,Female,"Kebele 27, Woreda 6, Dessie",Kiya,No,No,Teacher,No
Kidist Tadesse,48,Male,"Kebele 26, Woreda 4, Harar",Michu,No,No,Farmer,No
Ruth Yonas,27,Female,"Kebele 9, Woreda 1, Jijiga",Kiya,No,No,Merchant,Yes
Misrak Getachew,64,Female,"Kebele 20, Woreda 3, Mekelle",Kiya,No,Yes,Teacher,Yes
Demelash Tesfaye,70,Male,"Kebele 25, Woreda 8, Gondar",Conventional Loan,No,Yes,Teacher,No
Abebech Bekele,62,Female,"Kebele 17, Woreda 8, Arba Minch",Michu,No,Yes,Teacher,No
Samuel Leul,60,Male,"Kebele 2, Woreda 7, Dessie",Conventional Loan,Yes,Yes,Merchant,Yes
Ayantu Kebede,69,Female,"Kebele 10, Woreda 5, Mekelle",Michu,Yes,Yes,Employed,No
Nardos Zewdu,52,Female,"Kebele 6, Woreda 4, Debre Berhan",Kiya,No,Yes,Health Worker,Yes
Zewditu Mesfin,67,Female,"Kebele 25, Woreda 7, Adama",Conventional Loan,Yes,Yes,Employed,No
Adamu Andargachew,22,Male,"Kebele 27, Woreda 1, Dessie",Michu,No,No,Merchant,Yes
Yemane Ermias,70,Male,"Kebele 26, Woreda 6, Mekelle",Michu,Yes,No,Merchant,Yes
Kidane Teshome,36,Male,"Kebele 24, Woreda 5, Hawassa",Michu,No,Yes,Employed,Yes
Rediet Misgana,56,Female,"Kebele 12, Woreda 10, Adama",Conventional Loan,Yes,No,Teacher,No
Tilahun Abiyot,46,Male,"Kebele 14, Woreda 7, Dilla",Conventional Loan,Yes,No,Student,No
Zewditu Nega,52,Female,"Kebele 22, Woreda 8, Bahir Dar",Kiya,No,Yes,Student,Yes
Tsion Mitiku,20,Female,"Kebele 22, Woreda 9, Arba Minch",Conventional Loan,No,Yes,Student,Yes
Nebiyu Abraham,34,Male,"Kebele 21, Woreda 6, Debre Markos",Conventional Loan,Yes,Yes,Student,No
Aster Habtamu,23,Female,"Kebele 3, Woreda 10, Dessie",Kiya,Yes,No,Health Worker,Yes
Hirut Fekadu,50,Female,"Kebele 26, Woreda 1, Nekemte",Conventional Loan,Yes,No,Employed,Yes
Misrak Biruk,60,Female,"Kebele 19, Woreda 10, Adama",Conventional Loan,Yes,No,Employed,Yes
Ayantu Yesuf,38,Female,"Kebele 28, Woreda 2, Hosaena",Kiya,No,Yes,Health Worker,Yes
Abiyot Gebeyehu,57,Male,"Kebele 22, Woreda 3, Bahir Dar",Conventional Loan,Yes,Yes,Employed,No
Tsegaye Habtemariam,60,Male,"Kebele 6, Woreda 6, Hawassa",Michu,Yes,Yes,Merchant,Yes
Lulit Getnet,22,Female,"Kebele 21, Woreda 5, Hawassa",Kiya,No,No,Employed,No
Bethelhem Desta,52,Female,"Kebele 18, Woreda 3, Gambela",Conventional Loan,No,No,Teacher,No
Abebech Kidane,32,Female,"Kebele 17, Woreda 3, Gambela",Conventional Loan,Yes,Yes,Student,Yes
Getachew Amare,20,Male,"Kebele 1, Woreda 7, Gambela",Conventional Loan,Yes,No,Health Worker,Yes
Getnet Tesfaye,37,Male,"Kebele 29, Woreda 2, Arba Minch",Conventional Loan,No,Yes,Merchant,Yes
Abigail Tamrat,26,Female,"Kebele 4, Woreda 10, Arba Minch",Conventional Loan,Yes,No,Student,No
Senait Moges,61,Female,"Kebele 8, Woreda 2, Shashemene",Conventional Loan,No,Yes,Farmer,No
Dagmawit Ermias,27,Female,"Kebele 18, Woreda 6, Adama",Kiya,No,No,Health Worker,No
Mekuria Tilahun,65,Male,"Kebele 23, Woreda 8, Bahir Dar",Conventional Loan,No,No,Farmer,Yes
Getachew Yemane,45,Male,"Kebele 15, Woreda 6, Bahir Dar",Michu,No,No,Employed,No
Hiwot Kassahun,56,Female,"Kebele 12, Woreda 7, Mekelle",Kiya,No,No,Student,Yes
Eshetu Zeleke,49,Male,"Kebele 22, Woreda 1, Harar",Michu,Yes,Yes,Teacher,Yes
Abraham Adamu,52,Male,"Kebele 17, Woreda 2, Gambela",Michu,Yes,Yes,Health Worker,Yes
Hewan Gizachew,69,Female,"Kebele 23, Woreda 4, Jijiga",Michu,Yes,No,Teacher,Yes
Getachew Shiferaw,42,Male,"Kebele 28, Woreda 9, Gambela",Michu,No,No,Teacher,Yes
Yared Eshetu,51,Male,"Kebele 5, Woreda 5, Asosa",Conventional Loan,No,No,Employed,Yes
Gennet Samuel,40,Female,"Kebele 27, Woreda 8, Bahir Dar",Michu,Yes,No,Merchant,Yes
Chalachew Henok,49,Male,"Kebele 26, Woreda 5, Debre Markos",Michu,No,Yes,Student,Yes
Tamrat Wube,51,Male,"Kebele 2, Woreda 3, Debre Berhan",Conventional Loan,Yes,Yes,Merchant,No
Tadesse Haile,39,Male,"Kebele 28, Woreda 10, Dire Dawa",Michu,No,Yes,Health Worker,No
Tinsae Getachew,28,Female,"Kebele 18, Woreda 5, Jijiga",Conventional Loan,Yes,No,Student,No
Mitiku Mengistu,56,Male,"Kebele 30, Woreda 9, Dire Dawa",Conventional Loan,No,No,Merchant,No
Aster Solomon,40,Female,"Kebele 15, Woreda 5, Bahir Dar",Conventional Loan,Yes,No,Merchant,No
Hiwot Muluken,49,Female,"Kebele 29, Woreda 9, Dire Dawa",Michu,Yes,Yes,Teacher,Yes
Amel Amare,52,Female,"Kebele 26, Woreda 3, Dessie",Kiya,Yes,No,Merchant,Yes
Nebiyu Nega,59,Male,"Kebele 22, Woreda 8, Dessie",Conventional Loan,No,Yes,Teacher,Yes
Yodit Selamawit,61,Female,"Kebele 8, Woreda 4, Hosaena",Conventional Loan,No,Yes,Merchant,No
Yonas Desalegn,68,Male,"Kebele 3, Woreda 2, Sodo",Conventional Loan,No,No,Teacher,No
Mulu Teshome,50,Female,"Kebele 23, Woreda 5, Arba Minch",Michu,No,No,Student,No
Sewit Habtemariam,19,Female,"Kebele 7, Woreda 6, Gondar",Michu,Yes,No,Farmer,No
Ruth Moges,42,Female,"Kebele 6, Woreda 6, Gondar",Kiya,No,Yes,Merchant,Yes
Luwam Chalachew,22,Female,"Kebele 25, Woreda 6, Debre Markos",Michu,Yes,Yes,Teacher,No
Milki Redae,36,Female,"Kebele 5, Woreda 8, Debre Markos",Conventional Loan,Yes,Yes,Student,No
Lulit Yonas,28,Female,"Kebele 15, Woreda 9, Jijiga",Michu,Yes,No,Student,No
Kassaye Nebiyu,69,Male,"Kebele 18, Woreda 5, Jimma",Conventional Loan,Yes,Yes,Student,No
Mulugeta Binyam,47,Male,"Kebele 29, Woreda 1, Arba Minch",Michu,No,No,Student,Yes
Adamu Kassahun,36,Male,"Kebele 2, Woreda 6, Arba Minch",Michu,No,Yes,Student,No
Tigist Kidane,23,Female,"Kebele 23, Woreda 5, Nekemte",Michu,Yes,No,Teacher,No
Hiwot Tadesse,67,Female,"Kebele 8, Woreda 6, Jimma",Kiya,Yes,No,Health Worker,No
Kidist Daniel,47,Male,"Kebele 13, Woreda 4, Gambela",Conventional Loan,Yes,No,Farmer,Yes
Sifan Binyam,40,Female,"Kebele 24, Woreda 6, Dessie",Kiya,Yes,No,Farmer,Yes
Selam Moges,57,Female,"Kebele 8, Woreda 9, Gambela",Conventional Loan,No,Yes,Teacher,No
Hewan Amare,62,Female,"Kebele 29, Woreda 1, Jimma",Kiya,No,Yes,Merchant,Yes
Getnet Mekonnen,61,Male,"Kebele 1, Woreda 5, Asosa",Michu,Yes,No,Farmer,No
Merid Birhanu,41,Male,"Kebele 21, Woreda 8, Gambela",Conventional Loan,Yes,No,Teacher,Yes
Tigist Abraham,27,Female,"Kebele 25, Woreda 10, Mekelle",Conventional Loan,Yes,Yes,Student,Yes
Demelash Kassahun,23,Male,"Kebele 5, Woreda 2, Hawassa",Conventional Loan,Yes,Yes,Student,Yes
Zewdu Solomon,41,Male,"Kebele 26, Woreda 3, Harar",Conventional Loan,No,Yes,Teacher,No
Asnake Moges,29,Male,"Kebele 16, Woreda 8, Gondar",Michu,No,Yes,Teacher,No
Hewan Yilma,57,Female,"Kebele 9, Woreda 9, Jijiga",Kiya,Yes,Yes,Student,Yes
Samuel Eshetu,23,Male,"Kebele 5, Woreda 2, Dilla",Michu,No,Yes,Employed,Yes
Tesfaye Habtamu,55,Male,"Kebele 22, Woreda 4, Adama",Michu,Yes,Yes,Farmer,Yes
Hirut Kidist,60,Female,"Kebele 10, Woreda 2, Dire Dawa",Kiya,No,No,Student,Yes
Magi Selamawit,54,Female,"Kebele 17, Woreda 8, Gondar",Michu,Yes,No,Student,Yes
Eshetu Tariku,49,Male,"Kebele 9, Woreda 9, Asosa",Conventional Loan,No,Yes,Health Worker,No
Sewit Asnake,68,Female,"Kebele 8, Woreda 1, Bahir Dar",Conventional Loan,No,No,Teacher,Yes
Bethelhem Eyob,21,Female,"Kebele 8, Woreda 2, Harar",Kiya,No,Yes,Farmer,No
Ayenalem Kibrom,42,Female,"Kebele 6, Woreda 10, Dessie",Conventional Loan,No,Yes,Student,No
Kebede Zewdu,65,Male,"Kebele 20, Woreda 2, Jijiga",Michu,No,Yes,Student,No
Yonas Kidist,46,Male,"Kebele 29, Woreda 9, Mekelle",Michu,No,No,Health Worker,No
Alem Wondimu,60,Female,"Kebele 2, Woreda 7, Harar",Conventional Loan,Yes,No,Teacher,Yes
Assefu Zerihun,43,Female,"Kebele 17, Woreda 2, Jijiga",Kiya,Yes,No,Farmer,Yes
Ayantu Abebe,31,Female,"Kebele 22, Woreda 2, Gondar",Kiya,Yes,No,Health Worker,Yes
Dinknesh Hailu,55,Female,"Kebele 2, Woreda 5, Debre Berhan",Conventional Loan,No,Yes,Merchant,No
Sifan Negusu,67,Female,"Kebele 27, Woreda 4, Hosaena",Conventional Loan,Yes,No,Employed,No
Demeke Kassahun,59,Male,"Kebele 15, Woreda 7, Arba Minch",Michu,No,No,Health Worker,Yes
Tamrat Daniel,69,Male,"Kebele 27, Woreda 8, Hosaena",Conventional Loan,Yes,No,Health Worker,No
Kassaye Abraham,21,Male,"Kebele 17, Woreda 7, Jimma",Michu,No,Yes,Farmer,No
Birhanu Yared,52,Male,"Kebele 9, Woreda 9, Hosaena",Conventional Loan,No,Yes,Student,No
Zufan Eshetu,23,Female,"Kebele 13, Woreda 9, Debre Markos",Michu,No,No,Employed,No
Eyob Andargachew,47,Male,"Kebele 18, Woreda 4, Dire Dawa",Conventional Loan,No,Yes,Farmer,Yes
Haile Zegeye,43,Male,"Kebele 5, Woreda 2, Bahir Dar",Conventional Loan,No,No,Teacher,Yes
Getachew Kidist,58,Male,"Kebele 8, Woreda 7, Dilla",Michu,No,Yes,Student,Yes
Zeleke Muluken,51,Male,"Kebele 7, Woreda 2, Jijiga",Conventional Loan,Yes,No,Merchant,No
Tariku Mekuria,22,Male,"Kebele 27, Woreda 6, Dessie",Conventional Loan,Yes,Yes,Teacher,No
Daniel Zegeye,18,Male,"Kebele 24, Woreda 6, Mekelle",Conventional Loan,Yes,Yes,Teacher,No
Hailu Shiferaw,58,Male,"Kebele 26, Woreda 4, Dire Dawa",Michu,No,No,Merchant,No
Marta Merid,19,Female,"Kebele 10, Woreda 8, Arba Minch",Michu,Yes,No,Student,Yes
Mesfin Tamrat,70,Male,"Kebele 27, Woreda 8, Bahir Dar",Michu,No,No,Teacher,No
Bisrat Dagnachew,35,Female,"Kebele 27, Woreda 3, Asosa",Kiya,No,No,Farmer,No
Gizachew Tilahun,29,Male,"Kebele 5, Woreda 8, Debre Berhan",Conventional Loan,No,Yes,Teacher,No
Desalegn Yonas,53,Male,"Kebele 19, Woreda 1, Hawassa",Conventional Loan,No,No,Health Worker,No
Adamu Getnet,25,Male,"Kebele 29, Woreda 4, Debre Berhan",Conventional Loan,Yes,Yes,Teacher,No
Mihret Ermias,19,Female,"Kebele 29, Woreda 1, Dessie",Michu,No,Yes,Employed,No
Demeke Henok,43,Male,"Kebele 1, Woreda 5, Hawassa",Conventional Loan,No,No,Student,Yes
Samuel Hussen,40,Male,"Kebele 16, Woreda 4, Bahir Dar",Conventional Loan,No,No,Health Worker,No
Assefu Kidist,66,Female,"Kebele 12, Woreda 2, Sodo",Michu,Yes,Yes,Student,Yes
Dawit Henok,68,Female,"Kebele 10, Woreda 8, Harar",Michu,No,No,Student,No
Abebech Nebiyu,51,Female,"Kebele 25, Woreda 4, Mekelle",Michu,No,Yes,Student,No
Tadese Wondimu,59,Male,"Kebele 20, Woreda 5, Jimma",Michu,No,No,Farmer,No
Daniel Demelash,41,Male,"Kebele 21, Woreda 8, Gambela",Michu,Yes,Yes,Employed,Yes
Rahel Wondimu,42,Female,"Kebele 10, Woreda 3, Asosa",Michu,No,Yes,Farmer,No
Mihret Biruk,52,Female,"Kebele 12, Woreda 5, Debre Berhan",Conventional Loan,No,No,Teacher,No
Eyerusalem Mulugeta,61,Female,"Kebele 6, Woreda 8, Mekelle",Conventional Loan,No,Yes,Teacher,No
Yonas Hailu,35,Male,"Kebele 21, Woreda 2, Debre Berhan",Conventional Loan,Yes,Yes,Merchant,No
Gelila Bekele,61,Female,"Kebele 29, Woreda 9, Gambela",Michu,No,Yes,Student,Yes
Gebeyehu Tesfaye,64,Male,"Kebele 29, Woreda 5, Nekemte",Conventional Loan,No,No,Merchant,Yes
Kassaye Mitiku,63,Male,"Kebele 12, Woreda 2, Sodo",Michu,No,No,Farmer,No
Getachew Habtamu,20,Male,"Kebele 16, Woreda 6, Harar",Conventional Loan,No,Yes,Health Worker,No
Leul Yonas,58,Male,"Kebele 2, Woreda 6, Gondar",Michu,No,No,Employed,No
Meron Yesuf,23,Female,"Kebele 13, Woreda 6, Gondar",Kiya,Yes,No,Farmer,Yes
Gennet Getnet,52,Female,"Kebele 2, Woreda 6, Arba Minch",Conventional Loan,Yes,No,Student,Yes
Eyerusalem Abiyot,41,Female,"Kebele 23, Woreda 7, Bahir Dar",Conventional Loan,No,Yes,Merchant,No
Solomon Nega,24,Male,"Kebele 17, Woreda 1, Dire Dawa",Michu,No,Yes,Student,No
Berhanu Gizachew,24,Male,"Kebele 28, Woreda 10, Asosa",Conventional Loan,No,Yes,Farmer,No
Tamirat Ermias,56,Male,"Kebele 24, Woreda 8, Dessie",Conventional Loan,No,Yes,Health Worker,No
Wubit Selamawit,44,Female,"Kebele 8, Woreda 9, Dessie",Conventional Loan,Yes,No,Student,Yes
Yewbdar Yonas,45,Female,"Kebele 24, Woreda 4, Hawassa",Conventional Loan,No,Yes,Merchant,Yes
Selamawit Chalachew,58,Female,"Kebele 24, Woreda 3, Debre Markos",Kiya,No,Yes,Teacher,No
Misgana Mitiku,20,Male,"Kebele 3, Woreda 8, Adama",Michu,No,No,Teacher,Yes
Tigist Worku,42,Female,"Kebele 4, Woreda 10, Adama",Michu,No,Yes,Teacher,Yes
Zewditu Girma,64,Female,"Kebele 27, Woreda 2, Nekemte",Kiya,No,No,Farmer,Yes
Dagmawit Yared,65,Female,"Kebele 8, Woreda 4, Dessie",Kiya,No,No,Health Worker,No
Mekonnen Bekele,19,Male,"Kebele 16, Woreda 5, Jijiga",Michu,No,No,Farmer,No
Atikilt Shiferaw,50,Female,"Kebele 2, Woreda 6, Hawassa",Kiya,No,Yes,Student,No
Dawit Mekuria,49,Female,"Kebele 5, Woreda 8, Nekemte",Kiya,Yes,No,Merchant,No
Wengel Moges,58,Female,"Kebele 2, Woreda 5, Debre Markos",Michu,No,Yes,Merchant,No
Wondimu Zegeye,23,Male,"Kebele 5, Woreda 6, Shashemene",Conventional Loan,No,Yes,Health Worker,No
Zerihun Desta,41,Male,"Kebele 7, Woreda 10, Debre Markos",Conventional Loan,Yes,Yes,Farmer,Yes
Tilahun Mesfin,55,Male,"Kebele 26, Woreda 4, Hawassa",Conventional Loan,Yes,Yes,Teacher,Yes
Assefu Desalegn,56,Female,"Kebele 5, Woreda 9, Bahir Dar",Conventional Loan,Yes,No,Farmer,Yes
Marta Yesuf,58,Female,"Kebele 28, Woreda 9, Mekelle",Conventional Loan,Yes,No,Merchant,No
Andargachew Haile,33,Male,"Kebele 12, Woreda 5, Asosa",Michu,No,Yes,Merchant,No
Misgana Yilma,23,Male,"Kebele 15, Woreda 2, Debre Berhan",Michu,Yes,No,Farmer,No
Fozia Sisay,32,Female,"Kebele 16, Woreda 1, Shashemene",Conventional Loan,Yes,Yes,Farmer,No
Gelila Misgana,35,Female,"Kebele 27, Woreda 6, Arba Minch",Kiya,No,No,Teacher,Yes
Tinsae Hailu,25,Female,"Kebele 14, Woreda 4, Jimma",Kiya,Yes,Yes,Merchant,Yes
Zerihun Samuel,63,Male,"Kebele 29, Woreda 8, Dire Dawa",Michu,No,No,Merchant,No
Abraham Habtemariam,18,Male,"Kebele 13, Woreda 8, Dire Dawa",Conventional Loan,No,Yes,Employed,Yes
