Name,Withdrawal Amount (ETB),Withdrawal Successful
Gennet Eshetu,7138.13,Yes
Negusu Melaku,8129.71,Yes
Merid Kibrom,3314.38,Yes
Hailemariam Worku,7734.18,Yes
Rediet Yared,2444.71,Yes
Mulugeta Eyob,482.66,Yes
Almaz Negusu,8118.93,No
Atikilt Misgana,1613.35,Yes
Marta Daniel,1951.32,Yes
Fozia Tamrat,7813.47,Yes
Naomi Redae,8993.08,Yes
Tsegaye Misgana,5727.35,Yes
Adanech Leul,8447.09,Yes
Alemnesh Gizachew,3795.46,Yes
Sintayehu Kidist,3610.01,Yes
Negusu Solomon,3487.65,Yes
Amel Teshome,5382.55,Yes
Hailemariam Wube,6910.59,Yes
Ruth Adamu,6500.09,Yes
Hana Wondimu,3564.22,No
Samuel Desalegn,1527.12,Yes
Mihret Desalegn,6237.22,Yes
Birhanu Habtamu,693.05,Yes
Ayantu Mesfin,660.81,No
Lensa Getachew,6524.91,Yes
Chalachew Redae,8564.79,Yes
Birhanu Mamo,9033.26,Yes
Amare Eshetu,433.84,No
Hailemariam Yonas,116.25,No
Zebene Chalachew,4261.36,Yes
Moges Wolde,6010.62,Yes
Fekadu Getachew,3419.95,No
Selamawit Kassahun,2881.45,No
Zebiba Yared,699.52,Yes
Tadesse Kassaye,8469.72,Yes
Lulit Getahun,2596.57,Yes
Yonas Zegeye,8265.73,Yes
Tinsae Girma,9014.72,Yes
Sara Desta,3464.02,Yes
Merid Hailu,4323.25,No
Ayenalem Melaku,1150.64,Yes
Demelash Wondimu,9650.15,Yes
Firehiwot Desalegn,9801.33,Yes
Samuel Worku,6750.96,No
Ruth Merid,5391.9,Yes
Fozia Mitiku,7116.94,Yes
Henok Getnet,8462.39,Yes
Bisrat Ermias,8150.75,Yes
Adanech Zewdu,5156.16,Yes
Hayat Melaku,5000.37,No
Tsion Amare,932.32,Yes
Firehiwot Abebe,976.88,Yes
Tadese Chalachew,5355.49,Yes
Sisay Redae,2775.43,No
Sisay Demeke,2305.48,Yes
Tadese Kassaye,299.81,Yes
Sewit Muluken,793.58,Yes
Yemane Kibrom,7836.46,Yes
Abebe Tsegaye,5522.92,No
Almaz Tadese,5858.66,Yes
Haimanot Kassahun,846.71,Yes
Bereket Shiferaw,3539.55,Yes
Tesfaye Desalegn,7126.67,No
Kassahun Nigussie,949.43,Yes
Getahun Melaku,8024.31,Yes
Lensa Yemane,1897.92,Yes
Yewbdar Yonas,2482.66,Yes
Gelila Abraham,5153.29,No
Meaza Tariku,7600.5,Yes
Mekuria Asnake,4098.87,No
Misgana Zegeye,6135.62,Yes
Melaku Hailemariam,491.18,Yes
Mekdes Kebede,2852.19,Yes
Abebe Worku,3676.41,Yes
Wubit Habtamu,5549.55,Yes
Dinknesh Leul,3134.19,Yes
Hana Ermias,6107.76,No
Legesse Nigussie,5802.87,Yes
Tesfu Daniel,5616.63,Yes
Sewit Asnake,8214.37,Yes
Yesuf Zeleke,9739.98,Yes
Yemane Kassaye,5230.79,Yes
Tigist Getnet,7983.96,No
Getnet Hussen,4140.65,Yes
Habtamu Asnake,5612.31,No
Firehiwot Hailu,4288.59,Yes
Birtukan Yohannes,1750.81,No
Atikilt Yilma,5004.43,Yes
Kidane Dawit,1136.93,No
Bereket Yonas,2997.91,Yes
Redae Dagnachew,1405.92,Yes
Shiferaw Mitiku,7957.48,Yes
Magi Daniel,9758.59,No
Selamawit Kassahun,6271.49,Yes
Wube Tesfaye,5721.79,Yes
Senait Samuel,8241.41,Yes
Magi Adamu,8822.12,Yes
Tadese Samuel,9038.64,Yes
Binyam Kidist,6459.29,Yes
Yared Abebe,4069.12,Yes
Birhanu Mengistu,1027.04,Yes
Moges Nega,564.21,Yes
Nega Samuel,2522.13,Yes
Zebene Sintayehu,3570.6,No
Mihret Dagnachew,9748.26,No
Dawit Henok,6779.5,Yes
Wondimu Zegeye,5165.86,Yes
Rahel Geremew,1410.85,Yes
Mitiku Yonas,4396.58,Yes
Demelash Kassahun,9842.83,Yes
Mihret Samuel,5963.39,Yes
Redae Getachew,7403.77,No
Hirut Fekadu,3755.15,Yes
Hirut Yohannes,2814.45,Yes
Sintayehu Moges,7789.94,Yes
Marta Merid,7574.48,Yes
Merid Berhanu,4094.87,No
Fozia Zegeye,1073.18,Yes
Rediet Nega,2246.21,No
Sifan Chalachew,9527.51,No
Hewan Yared,4621.13,Yes
Tigist Merid,5279.27,Yes
Zebene Redae,103.83,No
Zebene Mitiku,7261.57,Yes
Gennet Shiferaw,4889.34,No
Feven Dawit,3643.32,No
Worku Ermias,5369.28,Yes
Hawi Bereket,8857.43,Yes
Meron Amare,8241.97,Yes
Lensa Bekele,6864.0,Yes
Dinknesh Melaku,5094.79,Yes
Birhanu Endale,5838.47,Yes
Redae Wondimu,4738.63,No
Solomon Samuel,3299.37,No
Tilahun Mulugeta,9371.33,Yes
Hailu Daniel,956.82,Yes
Firehiwot Yared,9930.04,Yes
Rediet Sisay,8238.66,No
Hirut Muluken,3549.3,No
Gizachew Geremew,6774.49,Yes
Fekadu Wolde,5578.36,Yes
Samuel Kassaye,6710.63,Yes
Merid Mamo,4561.63,No
Yared Misgana,5639.12,Yes
Zufan Leul,597.73,Yes
Zewditu Henok,8601.05,No
Abigail Mamo,6047.48,Yes
Mitiku Zeleke,6647.75,Yes
Kidist Zeleke,5934.78,Yes
Sara Bekele,4268.67,Yes
Yared Asnake,7552.18,Yes
Rahel Nega,5237.65,No
Genet Hailu,2087.99,No
Yeshi Teshome,1526.87,Yes
Meseret Kassaye,8024.92,Yes
Legesse Mamo,4733.69,No
Tadesse Zegeye,9957.42,Yes
Solomon Kassaye,384.98,Yes
Gete Worku,4280.81,Yes
Mekonnen Muluken,8418.9,Yes
Negusu Merid,2232.14,No
Selamawit Biruk,8937.59,No
Nardos Getnet,5448.43,Yes
Fekadu Kibrom,9416.63,Yes
Yewbdar Leul,8266.98,No
Alem Mitiku,5251.17,Yes
Kassaye Mitiku,564.82,No
Mekdes Henok,1676.18,No
Tesfu Nigussie,1879.53,Yes
Wondimu Melaku,7338.9,Yes
Hailemariam Zegeye,7552.95,Yes
Shiferaw Habtamu,6644.7,Yes
Mengistu Tadesse,8772.16,Yes
Kidist Mulugeta,3241.1,Yes
Bekele Yilma,1442.77,No
Misgana Binyam,8667.75,No
Eyerusalem Getahun,1527.38,Yes
Selam Leul,6848.95,Yes
Senait Mesfin,7067.06,Yes
Tariku Mengistu,1968.17,Yes
Luwam Demelash,6277.9,Yes
Binyam Yesuf,8008.25,Yes
Yohannes Amare,5047.75,Yes
Hailemariam Negusu,4106.86,No
Sisay Getnet,8996.54,Yes
Amare Mitiku,8648.15,Yes
Nebiyu Kebede,3182.58,Yes
Tigist Asnake,1594.51,Yes
Yeshi Yesuf,9969.95,No
Samuel Negusu,6544.41,Yes
Gelila Hussen,239.46,Yes
Gelila Abraham,7313.13,No
Assefu Zerihun,2623.86,Yes
Wengel Yonas,6650.03,Yes
Eshetu Geremew,7020.6,Yes
Tigist Tesfaye,9512.31,Yes
Helina Tesfu,9337.69,Yes
Yilma Misgana,5228.06,No
Alem Hussen,1894.79,Yes
Tamrat Tadesse,2420.8,No
Misrak Habtamu,2597.74,Yes
Meron Zegeye,6791.05,Yes
Hana Yared,1108.31,No
Marta Yared,306.64,Yes
Habtemariam Getachew,1131.06,Yes
Teshome Birhanu,2985.88,Yes
Dawit Teshome,4681.53,Yes
Yared Yared,7839.49,No
Naomi Merid,729.17,No
Tebarek Tadesse,8006.63,Yes
Meseret Hailu,8709.82,Yes
Lomi Tesfaye,2698.21,Yes
Solomon Shiferaw,3433.95,Yes
Tena Redae,8067.25,Yes
Senait Amare,3018.96,Yes
Helina Zewdu,4281.71,Yes
Eyerusalem Hussen,4330.28,No
Tilahun Desta,1088.94,Yes
Marta Tesfaye,9679.31,No
Zewditu Amare,7548.68,Yes
Fozia Abebe,8912.38,Yes
Yordanos Nega,424.45,No
Naomi Adamu,4731.04,Yes
Mekonnen Nigussie,4100.32,Yes
Dagnachew Mulugeta,940.67,No
Gelila Geremew,2358.72,Yes
Andargachew Zegeye,4243.16,Yes
Getahun Nebiyu,3067.56,No
Wubit Hailemariam,1819.26,No
Selam Berhanu,7724.71,Yes
Getahun Negusu,6749.29,No
Meseret Berhanu,7630.74,Yes
Eden Zegeye,1917.89,No
Genet Sisay,8466.24,Yes
Feven Haile,6309.35,Yes
Tena Endale,1072.39,Yes
Selam Henok,7576.64,Yes
Zebiba Yohannes,644.23,Yes
Desalegn Geremew,9667.7,No
Dinknesh Tadesse,4768.35,Yes
Demeke Yohannes,7183.1,Yes
Mesfin Mengistu,5341.82,Yes
Yared Fekadu,8575.03,Yes
Sewit Yohannes,7777.63,Yes
Mesfin Getahun,2281.21,Yes
Wube Melaku,3862.47,Yes
Eden Kibrom,459.57,Yes
Mitiku Yonas,9382.21,Yes
Amel Sisay,3493.02,No
Tadesse Gebru,6205.07,Yes
Meron Adamu,2048.7,Yes
Tesfaye Hailu,506.38,Yes
Sara Sisay,6362.89,Yes
Muluken Mitiku,4548.88,Yes
Endale Teshome,1515.68,Yes
Abiyot Mitiku,717.09,Yes
Atikilt Kassahun,5372.45,Yes
Teshome Dagnachew,3471.1,No
Dinknesh Eshetu,955.0,Yes
Yonas Bereket,4427.5,Yes
Luwam Yilma,7225.72,No
Hailemariam Yared,7025.27,Yes
Hussen Desta,4525.35,No
Habtemariam Yemane,9152.76,Yes
Bethelhem Negusu,3071.91,Yes
Fozia Ermias,6333.37,Yes
Sewit Tesfaye,5817.71,Yes
Adel Gebru,6186.83,Yes
Rahel Binyam,7861.14,Yes
Abebech Zeleke,9341.72,Yes
Kibrom Desalegn,8116.1,Yes
Negusu Tesfaye,7854.48,No
Nega Geremew,256.44,Yes
Mulugeta Abiyot,5570.1,No
Tadese Chalachew,3721.75,Yes
Tebarek Mitiku,5629.77,Yes
Henok Sintayehu,2613.32,Yes
Dagnachew Yilma,6587.32,Yes
Bekele Dawit,3714.79,Yes
Helina Mamo,5059.88,Yes
Zegeye Chalachew,2229.54,Yes
Kibrom Desalegn,1396.38,No
Sewit Worku,6567.64,Yes
Leul Yesuf,8202.06,No
Zebene Endale,2686.84,Yes
Gennet Samuel,6095.96,Yes
Merid Amare,4910.63,No
Nega Getnet,354.8,Yes
Tsion Selamawit,8634.65,Yes
Hayat Mengistu,171.34,Yes
Henok Leul,9834.56,Yes
Mamo Mekuria,5640.67,Yes
Kidist Samuel,5492.76,Yes
Meseret Melaku,6864.65,Yes
Solomon Tamrat,619.0,Yes
Hirut Abiyot,6724.04,Yes
Gebeyehu Tesfaye,6346.06,Yes
Fikirte Girma,1239.03,No
Tilahun Mitiku,3585.54,Yes
Nardos Samuel,6022.5,No
Getnet Melaku,4934.15,Yes
Tamirat Getnet,1625.04,Yes
Hiwot Yilma,1383.49,Yes
Marta Zerihun,3012.88,Yes
Zinash Yohannes,2009.58,Yes
Assefu Mitiku,4303.04,Yes
Meaza Gebeyehu,9854.29,Yes
Getahun Negusu,381.54,Yes
Yeshi Getachew,4699.99,Yes
Feven Hailu,4861.92,Yes
Redae Yilma,2711.93,Yes
Bisrat Wolde,4787.35,Yes
Mihret Yohannes,276.28,Yes
Merid Kassahun,2677.32,Yes
Adanech Yohannes,7103.0,Yes
Negusu Misgana,130.66,Yes
Tsegaye Tadesse,6023.27,Yes
Sintayehu Kidist,7890.83,Yes
Mahlet Geremew,7387.84,No
Naomi Andargachew,5176.83,No
Meaza Bereket,7820.95,Yes
Lomi Wondimu,6495.35,No
Meron Yesuf,4551.14,No
Sifan Demelash,6132.15,Yes
Biruk Hussen,5260.74,Yes
Tigist Hussen,1703.64,Yes
Birhanu Abiyot,9265.93,No
Mamo Tamrat,6088.39,No
Rahel Zewdu,7832.55,Yes
Hirut Getnet,821.35,No
Mitiku Selamawit,8083.0,No
Birtukan Mulugeta,4822.86,Yes
Lensa Eyob,5247.81,Yes
Senait Tamirat,5787.02,Yes
Zegeye Demelash,5379.71,Yes
Sifan Mamo,9769.98,Yes
Abraham Asnake,7756.8,Yes
Ayenalem Habtemariam,1712.17,Yes
Yilma Mamo,5988.91,Yes
Zeleke Wube,9376.68,Yes
Senait Mesfin,9083.32,Yes
Almaz Gizachew,4905.72,Yes
Rediet Kidist,6633.79,Yes
Gete Zewdu,8958.97,Yes
Sossina Kebede,1687.59,Yes
Desalegn Yemane,9742.81,No
Abebech Tamrat,3835.39,Yes
Bekele Merid,1280.81,Yes
Wubit Gizachew,4462.8,Yes
Zebene Daniel,1806.51,Yes
Yesuf Demeke,8161.79,No
Nega Yonas,9169.07,Yes
Demeke Zewdu,2407.37,Yes
Hawi Desta,6731.49,No
Kidist Kebede,7336.33,Yes
Sintayehu Samuel,8464.08,Yes
Feven Selamawit,6561.57,Yes
Dagmawit Tadesse,9975.65,Yes
Feven Gebeyehu,1053.19,Yes
Mihret Asnake,4082.23,Yes
Melaku Bereket,2955.42,Yes
Andargachew Nega,6890.42,Yes
Lensa Eyob,9368.34,Yes
Desalegn Fekadu,4113.91,Yes
Zegeye Kibrom,1189.09,No
Hirut Mekuria,7506.85,Yes
Wolde Redae,7199.93,No
Yeshi Yonas,3352.93,Yes
Shiferaw Yonas,2560.91,Yes
Mekuria Bekele,6947.69,No
Hiwot Abraham,3588.59,Yes
Kibrom Fekadu,3145.33,No
Sossina Merid,5219.44,Yes
Nardos Dawit,7166.16,Yes
Hiwot Sisay,2281.34,Yes
Selamawit Kidane,9674.9,Yes
Zinash Gebru,949.47,Yes
Sewit Mekuria,8511.4,Yes
Andargachew Melaku,9476.22,Yes
Haile Abraham,7651.25,Yes
Sifan Nebiyu,6633.42,No
Hawi Sisay,2045.33,Yes
Birtukan Misgana,7140.09,Yes
Asnake Eyob,3824.06,Yes
Senait Mengistu,925.03,Yes
Hiwot Eshetu,586.47,Yes
Getahun Yohannes,8906.75,Yes
Dagnachew Habtamu,9300.03,Yes
Zewditu Tesfaye,8156.91,Yes
Tadesse Henok,9700.12,Yes
Habtamu Gizachew,4077.65,Yes
Nebiyu Bekele,3921.52,Yes
Meseret Asnake,8765.06,No
Demelash Solomon,4610.88,Yes
Mekdes Kassaye,399.02,Yes
Marta Leul,2718.04,Yes
Alemnesh Habtemariam,6491.53,Yes
Banchi Zewdu,2839.93,Yes
Sisay Kidane,3394.93,Yes
Fekadu Kassaye,3892.76,Yes
Asnake Dawit,1680.36,Yes
Hailemariam Haile,8594.71,No
Helina Getachew,4663.69,Yes
Feven Hailu,3288.84,Yes
Mesfin Gebeyehu,6469.75,Yes
Sewit Wolde,9349.73,No
Chalachew Dawit,1944.32,Yes
Teshome Demelash,2857.41,No
Yohannes Endale,6925.74,Yes
Kassaye Mesfin,8328.12,Yes
Almaz Shiferaw,6735.48,Yes
Kidist Eshetu,2025.85,Yes
Magi Kassaye,4976.79,Yes
Haile Gebru,9241.6,Yes
Fekadu Yohannes,4530.42,Yes
Mulu Yemane,2458.89,Yes
Hussen Kassahun,3977.16,Yes
Dagmawit Bereket,5012.16,No
Merid Nigussie,9350.59,Yes
Almaz Tamrat,6406.2,No
Meron Yesuf,6891.06,No
Tadese Samuel,2108.28,Yes
Birtukan Ermias,632.27,Yes
Yonas Zegeye,917.45,Yes
Samuel Demelash,8034.85,Yes
Zewdu Zegeye,5200.12,Yes
Eyerusalem Tesfu,3957.31,Yes
Kebede Getahun,2430.18,No
Desalegn Dawit,7727.54,No
Abebech Bekele,6839.58,Yes
Ayisha Tamrat,3514.31,Yes
Zewdu Mitiku,4000.46,Yes
Rediet Hailemariam,3690.56,Yes
Hirut Tesfu,2138.35,No
Yohannes Zewdu,4127.94,Yes
Gebru Shiferaw,1771.06,No
Tsion Hussen,5742.35,No
Genet Samuel,223.95,Yes
Sewit Biruk,6766.61,Yes
Tilahun Muluken,4657.44,Yes
Yohannes Yohannes,9937.73,Yes
Mihret Gizachew,4157.92,No
Birtukan Berhanu,8128.08,Yes
Tadesse Desta,8847.91,Yes
Getachew Eshetu,5209.5,Yes
Mulu Fekadu,5537.67,Yes
Legesse Tariku,7904.93,Yes
Sifan Samuel,8107.86,Yes
Getahun Hailemariam,9595.9,No
Dinknesh Eshetu,9487.33,No
Milki Getahun,1765.77,No
Mekdes Fekadu,8173.58,Yes
Samuel Zewdu,3821.76,Yes
Gebeyehu Mengistu,3533.3,Yes
Selamawit Demelash,2607.06,No
Mihret Gizachew,4861.61,Yes
Tadesse Kidist,4092.81,Yes
Alem Worku,417.14,Yes
Magi Melaku,2646.15,Yes
Tadese Selamawit,2444.3,Yes
Tena Kidane,3713.7,No
Zegeye Gebru,8959.95,Yes
Eden Mesfin,9223.39,Yes
Mekonnen Eshetu,8232.83,Yes
Hailu Mitiku,4143.77,Yes
Zegeye Kidist,5853.33,Yes
Geremew Getnet,680.84,Yes
Lomi Demeke,9122.26,Yes
Mulugeta Solomon,3356.76,Yes
Tesfu Tesfu,6656.5,No
Tena Bereket,192.97,Yes
Girma Merid,9632.33,Yes
Ermias Yesuf,8964.04,Yes
Andargachew Dawit,2642.64,Yes
Muluken Kidane,9674.61,Yes
Kidane Dawit,5518.62,Yes
Chalachew Zegeye,5737.62,Yes
Negusu Ermias,9702.11,Yes
Tesfaye Zegeye,6196.55,Yes
Ayenalem Worku,6194.3,Yes
Demelash Eyob,6933.35,Yes
Amel Eshetu,8270.25,Yes
Yonas Gebru,8928.17,Yes
Kidist Tesfu,2469.84,Yes
Gizachew Haile,2617.61,Yes
Selamawit Mulugeta,4574.11,Yes
Hiwot Melaku,2861.94,Yes
Eshetu Mulugeta,6375.51,No
Yilma Adamu,6358.4,Yes
Aster Moges,7845.09,Yes
Wengel Endale,7351.25,Yes
Melaku Desta,7371.7,Yes
Eyerusalem Binyam,7577.28,Yes
Zegeye Tesfu,2845.52,Yes
Adamu Muluken,9400.43,Yes
Birtukan Legesse,7563.98,Yes
Tariku Kassahun,9211.44,No
Genet Geremew,5663.29,Yes
Tigist Melaku,7909.37,Yes
Zerihun Habtamu,890.34,Yes
Geremew Kidane,599.89,Yes
Mitiku Mekuria,1505.22,Yes
Tadesse Kibrom,5989.86,Yes
Tilahun Yonas,5541.21,Yes
Daniel Desalegn,4887.08,Yes
Yilma Misgana,3147.86,Yes
Eyob Getachew,7850.71,Yes
Melaku Worku,133.1,Yes
Genet Kidist,372.71,No
Mamo Tadese,1050.35,Yes
Kidist Eshetu,2091.81,Yes
Tigist Solomon,3142.74,Yes
Abebech Yesuf,8595.84,Yes
Melaku Abebe,7027.1,Yes
Birhanu Yared,4299.29,Yes
Tadese Zegeye,5432.77,Yes
Dawit Redae,9070.07,No
Mulugeta Yonas,4179.72,Yes
Yonas Eshetu,2356.1,Yes
Gizachew Demelash,2387.75,No
Ayisha Merid,5438.71,Yes
Tilahun Muluken,6177.29,Yes
Dinknesh Yemane,9638.36,No
Hirut Redae,365.19,Yes
Yordanos Chalachew,3138.44,Yes
Mamo Haile,2667.29,Yes
Kibrom Sisay,6749.53,No
Ayenalem Samuel,3777.98,Yes
Zebiba Eyob,1997.38,Yes
Endale Habtamu,541.05,Yes
Habtemariam Moges,9226.42,Yes
Atikilt Wondimu,5299.72,No
Eshetu Redae,4384.61,Yes
Selam Sintayehu,2288.29,Yes
Eden Nega,8472.55,Yes
Yilma Nega,9685.23,Yes
Kassaye Abraham,3305.59,Yes
Sifan Teshome,4916.21,Yes
Eden Misgana,8293.63,Yes
Zegeye Tesfaye,6419.96,Yes
Sifan Bereket,9354.52,Yes
Kebede Wondimu,9118.32,Yes
Abraham Adamu,1183.31,Yes
Mulugeta Henok,2237.8,Yes
Hana Eyob,4829.46,No
Tigist Eyob,2744.91,Yes
Abigail Samuel,4750.56,Yes
Yonas Desalegn,8588.7,Yes
Dawit Chalachew,3878.8,Yes
Kebede Gebeyehu,700.62,No
Lomi Misgana,4358.37,Yes
Kidane Tamirat,4118.02,Yes
Abebech Nebiyu,183.95,Yes
Wube Leul,9509.21,Yes
Mulu Gizachew,9708.39,No
Kassaye Melaku,9498.77,No
Zerihun Daniel,181.29,Yes
Rediet Getnet,327.16,Yes
Dinknesh Tadesse,1712.76,Yes
Mulugeta Birhanu,6868.87,Yes
Adel Dawit,7073.01,Yes
Abebech Bekele,8017.77,Yes
Legesse Mitiku,4590.75,Yes
Yared Samuel,7787.65,Yes
Hailemariam Tsegaye,6239.91,Yes
Gete Habtemariam,4464.49,Yes
Moges Yohannes,1536.4,Yes
Gelila Bekele,8807.45,Yes
Mitiku Misgana,7978.22,No
Tena Wube,4002.54,No
Amel Desta,5702.75,No
Alem Birhanu,6754.89,No
Tigist Muluken,4585.02,Yes
Henok Zewdu,4523.07,Yes
Birtukan Negusu,7423.24,Yes
Amare Zerihun,6037.04,Yes
Melaku Tesfaye,5038.05,No
Getnet Tesfu,5092.19,No
Misrak Kassahun,653.75,Yes
Melaku Melaku,7927.91,Yes
Tariku Haile,3611.2,Yes
Genet Misgana,6044.53,Yes
Demelash Yemane,7394.26,Yes
Andargachew Getachew,9534.55,Yes
Hayat Dagnachew,6021.52,Yes
Demelash Kidane,1402.79,Yes
Sisay Nebiyu,3124.55,Yes
Amel Gebeyehu,4567.6,Yes
Desta Geremew,8482.41,Yes
Binyam Mengistu,8387.78,Yes
Mamo Tamrat,2716.96,No
Birtukan Samuel,5810.52,Yes
Tinsae Mulugeta,3681.58,Yes
Worku Kidane,4165.31,Yes
Wolde Tariku,2538.71,No
Lomi Kebede,5782.37,No
Hawi Zerihun,6264.39,No
Teshome Amare,9242.31,No
Sara Hailemariam,4893.61,Yes
Tadese Gebeyehu,8291.0,Yes
Meseret Tariku,2842.95,No
Hana Mekuria,6377.39,Yes
Mihret Shiferaw,9479.83,Yes
Hiwot Yonas,2817.74,Yes
Emebet Sisay,4136.08,No
Birhanu Yonas,8960.06,Yes
Tebarek Redae,7838.24,No
Eden Binyam,3295.18,Yes
Hayat Moges,679.72,Yes
Kibrom Desalegn,8875.56,Yes
Legesse Abraham,5348.52,Yes
Birhanu Zewdu,1230.25,Yes
Geremew Zegeye,9593.19,Yes
Hiwot Haile,5128.2,Yes
Tsegaye Gebru,7306.73,Yes
Hewan Yilma,754.4,No
Kidist Samuel,9255.92,Yes
Shiferaw Habtamu,2078.1,No
Rediet Misgana,6803.91,Yes
Zerihun Yared,9386.56,Yes
Eden Wube,9727.42,No
Teshome Demelash,7377.78,Yes
Hayat Redae,4477.29,Yes
Tigist Yonas,4386.58,Yes
Mekuria Yared,2729.47,Yes
Wondimu Redae,4899.15,Yes
Muluken Mesfin,8102.15,Yes
Dagnachew Chalachew,3676.15,Yes
Legesse Yohannes,6470.61,No
Zeleke Tamirat,2637.3,Yes
Wubit Hailu,3428.53,No
Wubit Yohannes,9293.2,Yes
Emebet Bereket,5457.98,Yes
Tebarek Yonas,3543.33,Yes
Hirut Gizachew,7442.7,Yes
Aster Ermias,7065.7,No
Bereket Amare,8851.36,Yes
Eshetu Getahun,1932.42,Yes
Yohannes Yemane,1524.36,No
Selam Desalegn,154.29,Yes
Meaza Yohannes,7073.45,Yes
Nebiyu Yesuf,235.08,Yes
Tadese Sintayehu,3962.26,Yes
Helina Nebiyu,3340.46,Yes
Desalegn Yemane,3157.03,No
Kidist Tamirat,8237.0,Yes
Getahun Kidane,4240.61,Yes
Berhanu Tsegaye,8574.72,Yes
Endale Abiyot,1613.91,Yes
Fikirte Yemane,5388.4,Yes
Sara Binyam,875.23,Yes
Sisay Girma,2479.98,No
Bereket Binyam,6775.63,No
Kidist Henok,9785.93,Yes
Atikilt Hailu,3102.93,Yes
Birtukan Misgana,9460.91,Yes
Hana Yared,9207.12,Yes
Selamawit Nega,2941.4,No
Dawit Fekadu,9765.48,Yes
Ayenalem Abraham,1243.54,Yes
Mulugeta Endale,4048.0,Yes
Endale Getachew,4666.52,Yes
Zewditu Selamawit,5666.94,Yes
Daniel Desalegn,9410.07,Yes
Rediet Zerihun,1145.62,Yes
Sisay Girma,4630.1,Yes
Tamrat Bekele,9667.4,Yes
Samuel Mitiku,4405.88,Yes
Senait Bekele,6185.04,Yes
Daniel Desalegn,1774.55,Yes
Habtemariam Habtemariam,6896.31,Yes
Banchi Mesfin,9271.01,Yes
Mitiku Zerihun,4281.8,Yes
Lomi Hailemariam,3444.43,Yes
Tigist Redae,1657.49,No
Endale Mengistu,5345.45,Yes
Zewdu Yonas,9615.55,No
Hiwot Haile,112.81,Yes
Hailemariam Yared,4872.49,No
Melaku Tesfaye,317.49,Yes
Milki Abebe,6338.62,Yes
Gelila Moges,7719.48,Yes
Berhanu Dawit,6150.24,Yes
Hailemariam Bekele,4366.81,Yes
Meaza Legesse,4702.87,Yes
Sewit Kidane,236.39,Yes
Kibrom Biruk,2024.71,Yes
Mekuria Yared,6086.72,Yes
Mengistu Tadese,374.1,Yes
Abebech Mamo,8638.9,No
Bisrat Haile,8969.11,Yes
Tsegaye Wolde,2097.67,No
Mitiku Melaku,1069.59,No
Bethelhem Yesuf,104.8,Yes
Gizachew Kidane,2399.44,Yes
Birhanu Abiyot,9928.17,Yes
Henok Demelash,9041.75,Yes
Eyerusalem Yohannes,9495.57,Yes
Redae Mekuria,4161.02,Yes
Wondimu Geremew,6917.83,Yes
Rediet Fekadu,9516.97,Yes
Naomi Mitiku,2249.57,No
Tsion Mamo,5450.92,Yes
Adamu Hussen,4918.27,Yes
Tesfu Tesfu,1329.22,Yes
Yeshi Samuel,4192.28,Yes
Feven Sisay,608.88,No
Helina Yohannes,5586.78,Yes
Hana Shiferaw,6187.91,No
Ayenalem Yohannes,9151.99,Yes
Hiwot Kebede,7692.82,Yes
Kidane Tadesse,5823.15,No
Kidane Mesfin,3727.76,No
Merid Demeke,1976.51,Yes
Adanech Girma,1320.07,No
Lensa Yemane,8645.7,Yes
Sisay Girma,380.65,Yes
Redae Wube,389.43,Yes
Fozia Kibrom,4928.57,No
Banchi Abiyot,224.07,No
Ruth Nebiyu,8342.14,Yes
Yilma Nega,4014.41,Yes
Hawi Eshetu,7639.38,Yes
Meron Zegeye,8169.69,Yes
Amel Chalachew,1607.7,Yes
Lomi Merid,3080.4,No
Andargachew Kibrom,5169.03,No
Zemzem Leul,7025.34,No
Mekuria Yohannes,9513.15,Yes
Zinash Sisay,7801.66,Yes
Misrak Teshome,5070.42,No
Abebech Mamo,4318.06,Yes
Worku Habtamu,253.04,No
Zerihun Abraham,1535.42,Yes
Negusu Yilma,1613.06,Yes
Mulugeta Tesfaye,5797.47,Yes
Habtamu Bereket,2244.2,Yes
Gizachew Yesuf,9253.13,No
Selam Demelash,7053.84,No
Tigist Muluken,2938.08,No
Zebiba Yilma,1006.23,Yes
Tesfu Zeleke,3035.66,Yes
Endale Asnake,5554.33,No
Zinash Ermias,4675.91,Yes
Assefu Geremew,2114.56,Yes
Tigist Eyob,7096.54,Yes
Kebede Henok,8976.6,Yes
Tinsae Dawit,7196.99,No
Melaku Henok,8973.91,Yes
Wubit Birhanu,4182.99,Yes
Selam Tesfaye,3769.54,Yes
Banchi Yesuf,4551.27,Yes
Sara Leul,2737.04,Yes
Lomi Eyob,434.1,Yes
Mitiku Getachew,7427.22,Yes
Kidist Endale,3048.43,Yes
Hana Girma,4007.64,Yes
Shiferaw Berhanu,5119.8,No
Ruth Mekonnen,6813.36,Yes
Getachew Mulugeta,9429.52,Yes
Dinknesh Leul,1371.91,No
Emebet Adamu,5530.88,Yes
Yeshi Demelash,2348.79,Yes
Muluken Binyam,4334.85,Yes
Hirut Mamo,7996.22,No
Biruk Solomon,9460.14,No
Mitiku Demeke,7439.15,No
Andargachew Henok,174.44,No
Yesuf Mamo,4467.51,Yes
Wolde Abraham,5811.71,Yes
Henok Dawit,6591.18,No
Kassaye Berhanu,1351.66,Yes
Genet Sisay,9354.71,Yes
